accession,study,bioproject_accession,biosample_accession,library_ID,title,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,filetype,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,filename,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,sample_ID,path,production,data_type,notes,MM_tag,coverage,ntsm_score,ccs_algorithm
,SRP305758,,SAMN17861666,HG02717_lib1_dc_m64043_200408_064651,PacBio HiFi sequencing of HG02717 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02717.m64043_200408_064651.dc.q20.fastq.gz,2408182,41554151349,41.55,48.0,50478.0,17255,14931,16340,18713,15218,16853,19835,HG02717,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64043_200408_064651.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.4,0.57662,
,SRP305758,,SAMN17861667,HG02886_lib1_dc_m64043_200410_214826,PacBio HiFi sequencing of HG02886 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02886.m64043_200410_214826.dc.q20.fastq.gz,2328286,41460357024,41.46,13.0,50398.0,17807,15743,17081,19110,15994,17491,19893,HG02886,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200410_214826.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.37,0.56553,
,SRP305758,,SAMN17861667,HG02886_lib1_dc_m64043_200412_040054,PacBio HiFi sequencing of HG02886 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02886.m64043_200412_040054.dc.q20.fastq.gz,2483721,44527736856,44.53,24.0,50949.0,17927,15811,17183,19269,16070,17611,20080,HG02886,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200412_040054.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.36,0.598793,
,SRP305758,,SAMN17861667,HG02886_lib1_dc_m64043_200413_102554,PacBio HiFi sequencing of HG02886 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02886.m64043_200413_102554.dc.q20.fastq.gz,2235154,41142525837,41.14,43.0,51489.0,18407,16065,17587,19972,16366,18098,20958,HG02886,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200413_102554.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.27,0.566683,
,SRP305758,,SAMN17861667,HG02886_lib1_dc_m64043_200414_165107,PacBio HiFi sequencing of HG02886 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG02886.m64043_200414_165107.dc.q20.fastq.gz,2316720,41890173812,41.89,34.0,51252.0,18081,15891,17310,19486,16164,17762,20355,HG02886,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200414_165107.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.51,0.582879,
,SRP305758,,SAMN17861668,HG03453_lib1_dc_m64043_200508_172634,PacBio HiFi sequencing of HG03453 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03453.m64043_200508_172634.dc.q20.fastq.gz,2320167,46907524585,46.91,43.0,51109.0,20217,17794,19435,21927,18108,19950,22802,HG03453,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03453/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03453.m64043_200508_172634.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,15.13,0.6283,
,SRP305758,,SAMN17861668,HG03453_lib1_dc_m64043_200509_233929,PacBio HiFi sequencing of HG03453 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03453.m64043_200509_233929.dc.q20.fastq.gz,2379995,48130751385,48.13,45.0,51233.0,20223,17804,19437,21912,18120,19947,22786,HG03453,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03453/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03453.m64043_200509_233929.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,15.53,0.596619,
,SRP305758,,SAMN17861668,HG03453_lib1_dc_m64043_200511_060458,PacBio HiFi sequencing of HG03453 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03453.m64043_200511_060458.dc.q20.fastq.gz,2280757,46024436853,46.02,30.0,50766.0,20179,17779,19399,21847,18091,19901,22708,HG03453,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03453/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03453.m64043_200511_060458.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.85,0.570205,
,SRP305758,,SAMN17861668,HG03453_lib1_dc_m64043_200512_123035,PacBio HiFi sequencing of HG03453 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03453.m64043_200512_123035.dc.q20.fastq.gz,2201432,44822494928,44.82,19.0,50860.0,20360,17900,19570,22102,18220,20097,22992,HG03453,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03453/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03453.m64043_200512_123035.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.46,0.582665,
,SRP305758,,SAMN17861669,HG03471_lib1_dc_m64043_200606_175618,PacBio HiFi sequencing of HG03471 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03471.m64043_200606_175618.dc.q20.fastq.gz,2510604,48649038418,48.65,23.0,50679.0,19377,16845,18646,21364,17232,19271,22320,HG03471,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200606_175618.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,15.69,0.502332,
,SRP305758,,SAMN17861669,HG03471_lib1_dc_m64043_200608_185843,PacBio HiFi sequencing of HG03471 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03471.m64043_200608_185843.dc.q20.fastq.gz,2419810,47073208873,47.07,44.0,50807.0,19453,16912,18729,21456,17298,19355,22411,HG03471,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200608_185843.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,15.18,0.549169,
,SRP305758,,SAMN17861669,HG03471_lib1_dc_m64043_200610_011156,PacBio HiFi sequencing of HG03471 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03471.m64043_200610_011156.dc.q20.fastq.gz,2433118,47397244162,47.4,23.0,50880.0,19480,16936,18760,21468,17328,19383,22416,HG03471,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200610_011156.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,15.29,0.50297,
,SRP305758,,SAMN17861669,HG03471_lib1_dc_m64043_200611_073649,PacBio HiFi sequencing of HG03471 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03471.m64043_200611_073649.dc.q20.fastq.gz,2327932,45280981914,45.28,35.0,50643.0,19451,16913,18728,21429,17303,19347,22385,HG03471,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200611_073649.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.61,0.520551,
,SRP305758,,SAMN17861241,HG03516_HiFiEx_mix_dc_m54329U_200610_234222,PacBio HiFi sequencing of HG03516 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG03516.m54329U_200610_234222.dc.q20.fastq.gz,2164349,40520784626,40.52,41.0,51721.0,18721,16532,18151,20232,16879,18618,20925,HG03516,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200610_234222.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.07,0.594857,
,SRP305758,,SAMN17861241,HG03516_HiFiEx_mix_dc_m54329U_200612_200443,PacBio HiFi sequencing of HG03516 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG03516.m54329U_200612_200443.dc.q20.fastq.gz,2100723,39743360954,39.74,46.0,52815.0,18918,16668,18312,20440,17020,18793,21169,HG03516,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200612_200443.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,12.82,0.608698,
,SRP305758,,SAMN17861241,HG03516_HiFiEx_mix_dc_m54329U_200614_021746,PacBio HiFi sequencing of HG03516 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG03516.m54329U_200614_021746.dc.q20.fastq.gz,1355190,26188958394,26.19,67.0,52725.0,19324,16938,18670,20919,17316,19189,21724,HG03516,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200614_021746.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,8.45,0.634508,
,SRP305758,,SAMN17861241,HG03516_HiFiEx_mix_dc_m54329U_200615_084313,PacBio HiFi sequencing of HG03516 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,g-TUBE,SageELF,1.2,P2.0,C2.0,University of Washington,kmiyamot@uw.edu,HG03516.m54329U_200615_084313.dc.q20.fastq.gz,1666732,31304758969,31.3,27.0,52124.0,18782,16598,18215,20297,16939,18679,20982,HG03516,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200615_084313.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,10.1,0.601872,
,SRP305758,,SAMN17861670,HG03540_lib1_dc_m64043_200521_171703,PacBio HiFi sequencing of HG03540 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03540.m64043_200521_171703.dc.q20.fastq.gz,2233202,46544835983,46.54,42.0,51134.0,20842,18355,20053,22570,18676,20576,23431,HG03540,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200521_171703.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,15.01,0.595049,
,SRP305758,,SAMN17861670,HG03540_lib1_dc_m64043_200522_232930,PacBio HiFi sequencing of HG03540 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03540.m64043_200522_232930.dc.q20.fastq.gz,2172724,45219382559,45.22,36.0,51646.0,20812,18346,20018,22512,18658,20533,23369,HG03540,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200522_232930.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.59,0.608357,
,SRP305758,,SAMN17861670,HG03540_lib1_dc_m64043_200524_055430,PacBio HiFi sequencing of HG03540 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03540.m64043_200524_055430.dc.q20.fastq.gz,2173550,45454340210,45.45,20.0,51262.0,20912,18397,20104,22649,18720,20635,23532,HG03540,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200524_055430.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.66,0.593503,
,SRP305758,,SAMN17861670,HG03540_lib1_dc_m64043_200525_121851,PacBio HiFi sequencing of HG03540 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03540.m64043_200525_121851.dc.q20.fastq.gz,2099251,44240953017,44.24,45.0,52413.0,21074,18500,20264,22878,18838,20817,23783,HG03540,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200525_121851.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.27,0.604728,
,SRP305758,,SAMN17861671,HG03579_lib1_dc_m64043_200515_165406,PacBio HiFi sequencing of HG03579 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03579.m64043_200515_165406.dc.q20.fastq.gz,2037949,40100443839,40.1,43.0,50847.0,19676,17269,19001,21401,17641,19536,22268,HG03579,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200515_165406.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,12.94,0.595082,
,SRP305758,,SAMN17861671,HG03579_lib1_dc_m64043_200516_230634,PacBio HiFi sequencing of HG03579 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03579.m64043_200516_230634.dc.q20.fastq.gz,2279509,45060169890,45.06,45.0,51274.0,19767,17324,19056,21471,17698,19595,22366,HG03579,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200516_230634.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.54,0.594439,
,SRP305758,,SAMN17861671,HG03579_lib1_dc_m64043_200518_053124,PacBio HiFi sequencing of HG03579 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03579.m64043_200518_053124.dc.q20.fastq.gz,2324525,45495938476,45.5,45.0,51055.0,19572,17180,18882,21239,17549,19405,22104,HG03579,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200518_053124.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.68,0.619351,
,SRP305758,,SAMN17861671,HG03579_lib1_dc_m64043_200519_115622,PacBio HiFi sequencing of HG03579 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG03579.m64043_200519_115622.dc.q20.fastq.gz,2245672,43991373846,43.99,40.0,50957.0,19589,17204,18901,21253,17569,19423,22112,HG03579,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200519_115622.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,14.19,0.608554,
,SRP320775,,SAMN12162846,HG01109_lib1_dc_m64043_200827_191459,PacBio HiFi sequencing of HG01109 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG01109.m64043_200827_191459.dc.q20.fastq.gz,2255000,48336369267,48.34,42.0,50907.0,21435,19456,20931,22901,19691,21267,23381,HG01109,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01109/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01109.m64043_200827_191459.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,15.59,0.547302,
,SRP320775,,SAMN12162846,HG01109_lib1_dc_m64043_200829_012836,PacBio HiFi sequencing of HG01109 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG01109.m64043_200829_012836.dc.q20.fastq.gz,1953414,41988085549,41.99,44.0,50876.0,21494,19487,20970,22964,19725,21315,23462,HG01109,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01109/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01109.m64043_200829_012836.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.55,0.547919,
,SRP320775,,SAMN12162846,HG01109_lib1_dc_m64043_200830_075523,PacBio HiFi sequencing of HG01109 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG01109.m64043_200830_075523.dc.q20.fastq.gz,1765761,37941484440,37.94,43.0,51318.0,21487,19462,20948,22953,19701,21294,23460,HG01109,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01109/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01109.m64043_200830_075523.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,12.24,0.548441,
,SRP320775,,SAMN13957917,HG01243_lib1_dc_m64136_200827_191603,PacBio HiFi sequencing of HG01243 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG01243.m64136_200827_191603.dc.q20.fastq.gz,2377627,47414375166,47.41,22.0,50912.0,19941,17805,19167,21264,18021,19542,21988,HG01243,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01243/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01243.m64136_200827_191603.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,15.29,0.575317,
,SRP320775,,SAMN13957917,HG01243_lib1_dc_m64136_200829_012933,PacBio HiFi sequencing of HG01243 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG01243.m64136_200829_012933.dc.q20.fastq.gz,2018838,40616856084,40.62,43.0,51352.0,20118,17877,19285,21503,18107,19692,22328,HG01243,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01243/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01243.m64136_200829_012933.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.1,0.580329,
,SRP320775,,SAMN13957917,HG01243_lib1_dc_m64136_200830_075556,PacBio HiFi sequencing of HG01243 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq.gz,Megaruptor 1,SageELF,1.2,,,Washington University,tgraves@wustl.edu,HG01243.m64136_200830_075556.dc.q20.fastq.gz,2132937,42750648361,42.75,4.0,50143.0,20043,17842,19226,21391,18065,19618,22179,HG01243,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01243/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01243.m64136_200830_075556.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20,unaligned reads,,,13.79,0.579632,
